Container_ID,Commodity,Origin,Destination,Temperature_C,Humidity_Percent,Vibration_g,Latitude,Longitude,Timestamp,Sensor_Status,Battery_Level,Transport_Mode
C1458,Orange,Mumbai,Delhi,10.6,71,0.33,22.054619,87.218807,01-08-2026 15:37,Active,78,Truck
C1459,Banana,Pune,Jaipur,7,61,0.12,18.715583,87.004097,01-08-2026 15:38,Active,83,Truck
C1460,Mango,Chennai,Delhi,8.2,94,0.94,25.993929,80.768594,01-08-2026 15:39,Active,88,Rail
C1461,Mango,Pune,Lucknow,13.7,89,1.26,26.387864,84.785362,01-08-2026 15:40,Active,81,Rail
C1462,Apple,Pune,Kolkata,13.4,88,0.7,27.237643,79.955037,01-08-2026 15:41,Active,89,Truck
C1463,Banana,Mumbai,Ahmedabad,3.7,85,1.17,26.65675,73.38299,01-08-2026 15:42,Active,78,Rail
C1464,Mango,Bengaluru,Kolkata,2.1,55,0.91,10.415486,72.118702,01-08-2026 15:43,Active,81,Rail
C1465,Apple,Mumbai,Kolkata,3.4,82,1.01,13.199471,86.107119,01-08-2026 15:44,Active,67,Rail
C1466,Banana,Mumbai,Ahmedabad,11.8,81,0.87,19.430035,74.948873,01-08-2026 15:45,Active,75,Rail
C1467,Apple,Bengaluru,Ahmedabad,9.5,80,1.13,25.527478,82.878167,01-08-2026 15:46,Active,87,Truck
C1468,Avocado,Chennai,Jaipur,4.8,80,1.2,24.417502,82.131419,01-08-2026 15:47,Active,83,Rail
C1469,Avocado,Bengaluru,Kolkata,12.5,64,0.76,20.305032,73.454321,01-08-2026 15:48,Active,56,Truck
C1470,Orange,Mumbai,Delhi,2.5,79,1.4,16.21322,82.826891,01-08-2026 15:49,Active,58,Truck
C1471,Banana,Chennai,Lucknow,7.7,67,1.29,27.080549,80.549529,01-08-2026 15:50,Active,52,Truck
C1472,Orange,Hyderabad,Ahmedabad,4.2,57,0.6,21.427892,88.098157,01-08-2026 15:51,Low Battery,45,Rail
C1473,Banana,Mumbai,Kolkata,7.3,67,0.82,23.106974,73.132183,01-08-2026 15:52,Low Battery,45,Rail
C1474,Apple,Mumbai,Delhi,14.5,72,0.42,27.742671,79.503524,01-08-2026 15:53,Active,65,Rail
C1475,Mango,Mumbai,Kolkata,7.3,61,0.88,18.314968,77.609437,01-08-2026 15:54,Low Battery,47,Rail
C1476,Banana,Pune,Ahmedabad,14.6,91,0.78,12.987102,77.604403,01-08-2026 15:55,Active,89,Truck
C1477,Banana,Bengaluru,Kolkata,3.5,59,0.64,24.167448,75.636308,01-08-2026 15:56,Active,84,Rail
C1478,Apple,Hyderabad,Delhi,8.7,55,1.08,13.398669,76.740278,01-08-2026 15:57,Active,65,Truck
C1479,Banana,Bengaluru,Ahmedabad,6.1,68,1.35,13.516054,87.627449,01-08-2026 15:58,Active,83,Truck
C1480,Mango,Hyderabad,Jaipur,11.6,71,0.39,12.156714,76.119975,01-08-2026 15:59,Active,79,Truck
C1481,Avocado,Pune,Kolkata,14,86,0.96,23.667006,80.93432,01-08-2026 16:00,Low Battery,42,Rail
C1482,Banana,Mumbai,Kolkata,13.7,91,1.32,18.06151,88.242512,01-08-2026 16:01,Active,98,Rail
C1483,Mango,Chennai,Lucknow,11.8,63,0.18,24.385033,79.892281,01-08-2026 16:02,Active,74,Rail
C1484,Banana,Chennai,Delhi,13.2,66,0.74,10.467548,80.550385,01-08-2026 16:03,Active,60,Truck
C1485,Banana,Bengaluru,Kolkata,9.6,75,0.61,25.667761,75.088015,01-08-2026 16:04,Active,56,Rail
C1486,Orange,Hyderabad,Ahmedabad,6.5,66,0.8,12.315916,83.561758,01-08-2026 16:05,Active,63,Rail
C1487,Banana,Hyderabad,Jaipur,4.3,63,1.47,22.063244,85.434146,01-08-2026 16:06,Active,86,Rail
C1488,Banana,Mumbai,Lucknow,4.5,64,0.76,8.199717,78.955091,01-08-2026 16:07,Low Battery,48,Rail
C1489,Banana,Chennai,Jaipur,5.9,90,1.3,8.978041,73.633084,01-08-2026 16:08,Low Battery,50,Rail
C1490,Banana,Mumbai,Kolkata,12.9,61,0.73,14.860459,77.955873,01-08-2026 16:09,Active,75,Rail
C1491,Avocado,Mumbai,Jaipur,7.4,77,1.31,27.743889,75.282809,01-08-2026 16:10,Active,76,Rail
C1492,Apple,Mumbai,Kolkata,6.2,87,0.78,23.098786,86.678935,01-08-2026 16:11,Active,64,Rail
C1493,Mango,Pune,Delhi,13.3,95,1.23,14.91646,82.416011,01-08-2026 16:12,Active,76,Truck
C1494,Mango,Pune,Kolkata,6.5,75,0.54,13.972805,76.413294,01-08-2026 16:13,Active,81,Rail
C1495,Apple,Bengaluru,Jaipur,11.7,88,1.45,16.486776,75.034122,01-08-2026 16:14,Low Battery,41,Rail
C1496,Avocado,Chennai,Delhi,4.7,80,0.24,9.307744,86.498401,01-08-2026 16:15,Active,75,Rail
C1497,Orange,Pune,Kolkata,11.9,60,0.25,20.671095,73.391136,01-08-2026 16:16,Active,99,Truck
C1498,Mango,Chennai,Kolkata,11.6,83,0.98,10.691181,85.835543,01-08-2026 16:17,Low Battery,41,Rail
C1499,Banana,Mumbai,Jaipur,8.1,89,1.41,19.245178,74.229396,01-08-2026 16:18,Active,100,Rail
C1500,Orange,Bengaluru,Delhi,7.7,95,1,14.348057,77.728277,01-08-2026 16:19,Active,74,Rail
C1501,Apple,Bengaluru,Kolkata,6.8,71,0.32,8.216394,80.634718,01-08-2026 16:20,Active,88,Rail
C1502,Banana,Hyderabad,Lucknow,9,86,1.43,17.779875,72.150688,01-08-2026 16:21,Active,67,Truck
C1503,Avocado,Pune,Ahmedabad,9.1,67,0.68,19.491364,78.513409,01-08-2026 16:22,Low Battery,50,Truck
C1504,Apple,Hyderabad,Kolkata,3,95,0.44,23.673035,87.014248,01-08-2026 16:23,Active,91,Rail
C1505,Banana,Pune,Kolkata,4.4,59,0.36,13.936704,82.50873,01-08-2026 16:24,Active,79,Rail
C1506,Mango,Hyderabad,Kolkata,6.2,64,0.17,18.9669,75.06797,01-08-2026 16:25,Low Battery,46,Truck
C1507,Banana,Hyderabad,Ahmedabad,11.5,69,0.23,8.301859,75.583603,01-08-2026 16:26,Active,66,Rail
C1508,Banana,Hyderabad,Ahmedabad,11.1,57,0.56,25.292699,87.702127,01-08-2026 16:27,Low Battery,43,Truck
C1509,Orange,Chennai,Jaipur,8.1,67,1.35,13.126629,78.296027,01-08-2026 16:28,Low Battery,40,Rail
C1510,Banana,Bengaluru,Ahmedabad,5.2,57,0.38,23.074117,73.550345,01-08-2026 16:29,Active,82,Rail
C1511,Apple,Chennai,Kolkata,14.2,65,0.98,8.864811,87.467445,01-08-2026 16:30,Active,73,Rail
C1512,Apple,Pune,Kolkata,4.6,58,1.31,12.464659,73.86332,01-08-2026 16:31,Active,80,Truck
C1513,Mango,Mumbai,Ahmedabad,12.3,92,0.27,24.177447,72.147343,01-08-2026 16:32,Low Battery,42,Truck
C1514,Apple,Chennai,Delhi,12,70,0.32,9.873732,82.20764,01-08-2026 16:33,Active,99,Rail
C1515,Mango,Hyderabad,Ahmedabad,11.1,61,0.28,12.76983,88.197649,01-08-2026 16:34,Active,90,Truck
C1516,Avocado,Pune,Lucknow,11,77,1.11,13.139273,72.651561,01-08-2026 16:35,Active,85,Rail
C1517,Orange,Hyderabad,Lucknow,11.1,67,0.89,19.144221,77.340734,01-08-2026 16:36,Active,69,Truck
C1518,Avocado,Mumbai,Ahmedabad,8.9,83,0.51,13.39866,78.05736,01-08-2026 16:37,Low Battery,40,Truck
C1519,Avocado,Mumbai,Ahmedabad,10.1,78,1.19,12.895124,83.896559,01-08-2026 16:38,Active,82,Truck
C1520,Orange,Chennai,Delhi,10.9,90,0.32,13.804146,78.761775,01-08-2026 16:39,Active,60,Truck
C1521,Avocado,Chennai,Delhi,12.9,63,0.35,8.641112,73.76641,01-08-2026 16:40,Active,52,Rail
C1522,Banana,Chennai,Jaipur,8.8,92,0.46,15.510257,81.998235,01-08-2026 16:41,Low Battery,44,Rail
C1523,Avocado,Hyderabad,Delhi,8.1,95,0.18,19.439408,87.481024,01-08-2026 16:42,Active,66,Rail
C1524,Orange,Chennai,Delhi,2.5,59,1.27,9.597675,75.562351,01-08-2026 16:43,Active,73,Truck
C1525,Orange,Mumbai,Lucknow,7,67,0.84,13.099642,82.317863,01-08-2026 16:44,Active,51,Rail
C1526,Avocado,Chennai,Jaipur,12,91,0.6,17.403772,82.976499,01-08-2026 16:45,Active,96,Truck
C1527,Orange,Hyderabad,Kolkata,7.2,76,1.02,18.94496,81.89861,01-08-2026 16:46,Active,99,Rail
C1528,Apple,Mumbai,Jaipur,7.4,95,0.7,22.880288,82.038821,01-08-2026 16:47,Active,76,Rail
C1529,Orange,Chennai,Kolkata,14,71,0.6,17.274271,87.837103,01-08-2026 16:48,Low Battery,40,Truck
C1530,Orange,Chennai,Kolkata,3.8,74,0.11,28.180086,75.544576,01-08-2026 16:49,Active,60,Truck
C1531,Avocado,Bengaluru,Kolkata,2.5,77,0.32,13.432258,86.678818,01-08-2026 16:50,Active,55,Rail
C1532,Avocado,Pune,Jaipur,9.4,91,1.39,23.052452,83.939079,01-08-2026 16:51,Active,90,Rail
C1533,Orange,Pune,Delhi,12.7,61,0.93,14.158062,84.058024,01-08-2026 16:52,Active,76,Truck
C1534,Apple,Mumbai,Delhi,6.5,82,0.68,25.790537,86.351477,01-08-2026 16:53,Active,54,Rail
C1535,Avocado,Bengaluru,Jaipur,6,57,0.55,19.580714,77.392722,01-08-2026 16:54,Active,84,Truck
C1536,Banana,Pune,Jaipur,14.6,93,0.91,9.846701,79.126939,01-08-2026 16:55,Active,90,Truck
C1537,Apple,Mumbai,Ahmedabad,3.1,91,1.14,19.237124,76.332207,01-08-2026 16:56,Active,65,Truck
C1538,Mango,Mumbai,Jaipur,8.3,67,0.78,21.371093,75.235638,01-08-2026 16:57,Active,79,Truck
C1539,Avocado,Pune,Ahmedabad,5.5,82,0.55,26.944831,73.478312,01-08-2026 16:58,Active,82,Rail
C1540,Apple,Mumbai,Ahmedabad,4.5,77,0.93,8.49624,77.029511,01-08-2026 16:59,Active,62,Truck
C1541,Banana,Chennai,Delhi,2.6,69,0.38,15.663326,84.502607,01-08-2026 17:00,Active,94,Truck
C1542,Mango,Chennai,Kolkata,14.3,64,1.32,24.812746,72.226599,01-08-2026 17:01,Active,84,Rail
C1543,Banana,Hyderabad,Lucknow,2.3,68,1.14,12.343444,81.016,01-08-2026 17:02,Active,88,Rail
C1544,Orange,Mumbai,Delhi,11.5,64,1.07,21.699342,78.21401,01-08-2026 17:03,Active,97,Rail
C1545,Mango,Chennai,Delhi,2.8,67,1.2,20.668278,72.875907,01-08-2026 17:04,Active,81,Rail
C1546,Apple,Pune,Jaipur,10.6,78,1.31,8.391106,86.312272,01-08-2026 17:05,Active,81,Rail
C1547,Orange,Bengaluru,Jaipur,14.7,61,1.37,17.935574,81.852256,01-08-2026 17:06,Low Battery,45,Rail
C1548,Orange,Pune,Jaipur,14,56,0.16,26.906537,77.031304,01-08-2026 17:07,Active,71,Truck
C1549,Apple,Hyderabad,Delhi,10.9,77,0.98,12.842198,88.14103,01-08-2026 17:08,Active,72,Rail
C1550,Banana,Pune,Jaipur,13.6,56,1.42,27.456887,75.722115,01-08-2026 17:09,Active,61,Truck
C1551,Banana,Bengaluru,Ahmedabad,8.8,94,1.32,22.073728,78.886,01-08-2026 17:10,Active,76,Rail
C1552,Orange,Bengaluru,Jaipur,6.3,89,0.28,21.375689,81.587007,01-08-2026 17:11,Active,83,Rail
C1553,Orange,Mumbai,Jaipur,13.8,82,1.49,28.003427,74.395015,01-08-2026 17:12,Active,99,Rail
C1554,Avocado,Hyderabad,Ahmedabad,9.2,62,0.36,25.210211,74.401127,01-08-2026 17:13,Low Battery,41,Rail
C1555,Apple,Bengaluru,Jaipur,7.8,95,1.41,13.612821,84.85528,01-08-2026 17:14,Low Battery,46,Truck
C1556,Orange,Chennai,Kolkata,10,93,0.89,12.733683,75.831012,01-08-2026 17:15,Active,83,Truck
C1557,Banana,Pune,Ahmedabad,3.7,93,0.76,21.316155,75.035612,01-08-2026 17:16,Active,64,Truck
C1558,Mango,Pune,Jaipur,4.5,57,0.67,27.860709,87.269679,01-08-2026 17:17,Active,100,Truck
C1559,Mango,Bengaluru,Ahmedabad,2.9,83,1.31,18.043829,77.360778,01-08-2026 17:18,Active,69,Rail
C1560,Avocado,Mumbai,Lucknow,9.9,79,1.11,16.08009,87.495796,01-08-2026 17:19,Active,76,Truck
C1561,Orange,Mumbai,Ahmedabad,3.4,84,1.26,8.869526,88.4313,01-08-2026 17:20,Active,73,Truck
C1562,Orange,Hyderabad,Kolkata,7,95,1.45,11.891932,79.252639,01-08-2026 17:21,Active,96,Rail
C1563,Mango,Pune,Delhi,7.5,94,1.39,22.144036,86.910648,01-08-2026 17:22,Active,69,Truck
C1564,Mango,Pune,Lucknow,12.1,89,0.29,16.477966,79.439617,01-08-2026 17:23,Active,51,Truck
C1565,Banana,Chennai,Delhi,3.2,75,1.07,26.59683,85.142023,01-08-2026 17:24,Active,85,Truck
C1566,Banana,Mumbai,Jaipur,10.2,60,0.83,15.873791,85.052599,01-08-2026 17:25,Active,72,Rail
C1567,Orange,Bengaluru,Jaipur,6.9,65,1.38,19.592577,82.882251,01-08-2026 17:26,Low Battery,49,Truck
C1568,Avocado,Chennai,Jaipur,7.5,74,1.12,27.699805,76.764879,01-08-2026 17:27,Active,51,Truck
C1569,Avocado,Chennai,Lucknow,10.1,71,0.12,18.201366,80.227597,01-08-2026 17:28,Active,91,Rail
C1570,Mango,Bengaluru,Lucknow,4.8,85,0.74,17.058445,81.920073,01-08-2026 17:29,Low Battery,40,Rail
C1571,Orange,Bengaluru,Delhi,10.2,68,0.17,11.039251,82.779068,01-08-2026 17:30,Low Battery,42,Rail
C1572,Apple,Mumbai,Lucknow,14,58,0.25,28.371571,74.662031,01-08-2026 17:31,Active,58,Truck
C1573,Banana,Pune,Delhi,11.7,78,1.4,9.909089,76.938359,01-08-2026 17:32,Active,63,Rail
C1574,Orange,Pune,Lucknow,2.8,85,0.29,22.239698,76.527906,01-08-2026 17:33,Active,73,Truck
C1575,Mango,Pune,Lucknow,10,61,0.9,28.076674,80.727619,01-08-2026 17:34,Low Battery,45,Rail
C1576,Banana,Bengaluru,Lucknow,9.9,75,0.46,19.790425,82.283528,01-08-2026 17:35,Active,99,Rail
C1577,Orange,Hyderabad,Jaipur,11.5,86,0.79,11.688098,82.055195,01-08-2026 17:36,Active,85,Truck
C1578,Avocado,Pune,Ahmedabad,2.3,95,1.22,23.118102,75.420959,01-08-2026 17:37,Active,79,Truck
C1579,Apple,Chennai,Kolkata,6.5,95,0.4,21.132675,83.385282,01-08-2026 17:38,Active,56,Rail
C1580,Orange,Mumbai,Delhi,9.1,55,0.26,14.832299,78.534814,01-08-2026 17:39,Active,76,Truck
C1581,Mango,Bengaluru,Ahmedabad,6.3,76,1.39,17.82172,79.829257,01-08-2026 17:40,Low Battery,42,Truck
C1582,Banana,Chennai,Lucknow,13.6,89,1.35,17.480637,85.433749,01-08-2026 17:41,Active,99,Rail
C1583,Orange,Hyderabad,Delhi,11.4,75,0.88,8.383728,81.527061,01-08-2026 17:42,Active,61,Truck
C1584,Apple,Mumbai,Ahmedabad,12.9,76,1.48,20.843472,85.899695,01-08-2026 17:43,Active,76,Truck
C1585,Orange,Chennai,Ahmedabad,3.5,74,1.09,14.447238,72.521866,01-08-2026 17:44,Active,66,Truck
C1586,Apple,Chennai,Jaipur,7.9,74,0.4,14.197525,73.851816,01-08-2026 17:45,Active,90,Truck
C1587,Banana,Mumbai,Kolkata,8.6,85,1.37,11.158594,77.611912,01-08-2026 17:46,Active,70,Rail
C1588,Mango,Bengaluru,Delhi,12,61,1.25,27.229489,83.165835,01-08-2026 17:47,Low Battery,48,Rail
C1589,Banana,Mumbai,Delhi,11.3,88,0.26,14.375117,72.726494,01-08-2026 17:48,Active,94,Rail
C1590,Banana,Hyderabad,Jaipur,13.6,61,0.83,21.509178,77.155933,01-08-2026 17:49,Active,76,Rail
C1591,Mango,Bengaluru,Jaipur,4.5,72,0.85,23.842135,83.073547,01-08-2026 17:50,Active,57,Rail
C1592,Avocado,Hyderabad,Kolkata,2.2,94,0.88,10.098694,80.951724,01-08-2026 17:51,Active,75,Truck
C1593,Apple,Chennai,Jaipur,9.5,65,0.2,20.571889,77.589192,01-08-2026 17:52,Active,68,Truck
C1594,Banana,Mumbai,Lucknow,13.7,58,0.25,9.102897,79.036685,01-08-2026 17:53,Active,51,Rail
C1595,Orange,Chennai,Ahmedabad,6.6,76,1.24,22.614423,83.069359,01-08-2026 17:54,Active,74,Truck
C1596,Avocado,Pune,Ahmedabad,12.6,84,0.24,14.36303,82.632907,01-08-2026 17:55,Active,89,Truck
C1597,Mango,Hyderabad,Kolkata,3.9,94,0.46,15.450712,75.025326,01-08-2026 17:56,Active,98,Rail
C1598,Banana,Hyderabad,Lucknow,2.4,85,0.26,17.812368,85.955143,01-08-2026 17:57,Active,58,Truck
C1599,Orange,Pune,Ahmedabad,3.3,61,0.56,21.313754,85.075111,01-08-2026 17:58,Active,74,Rail
C1600,Mango,Mumbai,Ahmedabad,10.1,90,0.32,17.88868,73.089989,01-08-2026 17:59,Active,53,Rail
C1601,Orange,Mumbai,Ahmedabad,12.2,89,1.07,11.548252,83.048486,01-08-2026 18:00,Active,87,Truck
C1602,Orange,Chennai,Lucknow,9.7,75,0.88,24.851473,74.906871,01-08-2026 18:01,Active,65,Truck
C1603,Orange,Bengaluru,Lucknow,12,79,0.56,21.222277,73.014457,01-08-2026 18:02,Active,53,Truck
C1604,Mango,Bengaluru,Kolkata,10.6,83,0.84,15.994645,81.535868,01-08-2026 18:03,Active,52,Rail
C1605,Orange,Hyderabad,Delhi,12.3,74,1.39,27.201868,83.843555,01-08-2026 18:04,Active,98,Truck
C1606,Orange,Mumbai,Delhi,14.8,80,1.29,25.476356,73.029774,01-08-2026 18:05,Active,97,Truck
C1607,Orange,Mumbai,Ahmedabad,12.7,77,0.25,13.78529,72.514548,01-08-2026 18:06,Active,67,Rail
C1608,Banana,Mumbai,Ahmedabad,7.3,82,0.86,21.580995,79.835378,01-08-2026 18:07,Active,52,Rail
C1609,Banana,Pune,Ahmedabad,4,63,0.29,9.470793,72.259179,01-08-2026 18:08,Active,86,Truck
C1610,Avocado,Pune,Lucknow,3.8,81,1.3,26.318441,83.473944,01-08-2026 18:09,Active,99,Truck
C1611,Banana,Mumbai,Delhi,8.6,90,1.25,15.886652,75.724725,01-08-2026 18:10,Active,67,Rail
C1612,Mango,Mumbai,Ahmedabad,11.3,72,0.68,19.196408,78.055005,01-08-2026 18:11,Low Battery,42,Rail
C1613,Avocado,Hyderabad,Ahmedabad,9.5,60,0.3,22.99151,88.229055,01-08-2026 18:12,Active,88,Truck
C1614,Orange,Chennai,Lucknow,13.6,60,0.44,20.928588,82.951659,01-08-2026 18:13,Active,82,Rail
C1615,Orange,Pune,Lucknow,2.7,76,0.85,8.22106,79.491574,01-08-2026 18:14,Active,97,Rail
C1616,Banana,Hyderabad,Lucknow,6.6,73,0.5,8.724188,87.227265,01-08-2026 18:15,Active,87,Rail
C1617,Avocado,Mumbai,Delhi,10.2,92,0.34,9.058208,88.34102,01-08-2026 18:16,Active,91,Rail
C1618,Banana,Hyderabad,Kolkata,3.1,87,0.21,24.067138,76.158841,01-08-2026 18:17,Active,79,Rail
C1619,Avocado,Hyderabad,Jaipur,11.6,93,0.34,20.131288,74.493738,01-08-2026 18:18,Active,68,Rail
C1620,Mango,Mumbai,Jaipur,8.3,88,1.31,15.028384,73.392624,01-08-2026 18:19,Low Battery,49,Rail
C1621,Banana,Hyderabad,Delhi,12,70,1.02,22.882981,74.760174,01-08-2026 18:20,Active,76,Rail
C1622,Avocado,Mumbai,Jaipur,2.7,84,0.66,14.178026,84.311484,01-08-2026 18:21,Active,88,Rail
C1623,Banana,Pune,Ahmedabad,8.2,64,0.84,16.912054,76.765072,01-08-2026 18:22,Active,91,Rail
C1624,Orange,Pune,Lucknow,10.9,57,0.24,18.891514,77.838164,01-08-2026 18:23,Active,94,Rail
C1625,Apple,Bengaluru,Lucknow,5.5,61,0.46,19.975625,79.608292,01-08-2026 18:24,Active,83,Truck
C1626,Orange,Chennai,Ahmedabad,6.4,66,0.54,8.216849,72.139857,01-08-2026 18:25,Low Battery,44,Truck
C1627,Orange,Chennai,Lucknow,3.4,83,0.59,22.867638,76.156286,01-08-2026 18:26,Low Battery,42,Truck
C1628,Avocado,Chennai,Lucknow,14.2,68,1.43,21.080699,83.683239,01-08-2026 18:27,Low Battery,47,Truck
C1629,Banana,Hyderabad,Kolkata,10.5,91,1.22,11.787757,73.828944,01-08-2026 18:28,Active,51,Rail
C1630,Avocado,Hyderabad,Kolkata,10.3,72,1.18,22.190541,83.015057,01-08-2026 18:29,Active,89,Truck
C1631,Avocado,Hyderabad,Jaipur,5.6,58,0.64,14.819422,72.990968,01-08-2026 18:30,Active,92,Rail
C1632,Avocado,Mumbai,Ahmedabad,8.4,67,0.95,11.658064,80.118945,01-08-2026 18:31,Low Battery,49,Truck
C1633,Orange,Hyderabad,Ahmedabad,10.4,83,1.1,10.117386,73.203172,01-08-2026 18:32,Active,76,Truck
C1634,Banana,Hyderabad,Ahmedabad,3.9,95,0.1,8.77563,78.442983,01-08-2026 18:33,Low Battery,49,Truck
C1635,Orange,Chennai,Lucknow,11.2,86,0.77,16.280211,84.008162,01-08-2026 18:34,Active,91,Truck
C1636,Avocado,Hyderabad,Ahmedabad,7,85,0.27,18.973734,88.361423,01-08-2026 18:35,Active,61,Truck
C1637,Avocado,Bengaluru,Jaipur,6.7,76,0.21,17.422607,84.647383,01-08-2026 18:36,Active,81,Truck
C1638,Banana,Pune,Delhi,10.6,74,1.07,26.377444,82.405181,01-08-2026 18:37,Active,62,Rail
C1639,Mango,Chennai,Lucknow,3.8,67,0.14,28.425863,75.935005,01-08-2026 18:38,Active,64,Rail
C1640,Banana,Chennai,Ahmedabad,8.9,83,1.45,8.336575,77.598204,01-08-2026 18:39,Active,61,Truck
C1641,Mango,Mumbai,Jaipur,12.5,88,0.74,21.900595,86.425214,01-08-2026 18:40,Low Battery,49,Truck
C1642,Avocado,Bengaluru,Jaipur,11.6,86,1.02,17.660003,87.147315,01-08-2026 18:41,Low Battery,42,Truck
C1643,Mango,Mumbai,Delhi,10.2,74,1.25,9.994491,82.085227,01-08-2026 18:42,Active,93,Truck
C1644,Avocado,Pune,Kolkata,8.5,94,0.41,24.491297,79.032489,01-08-2026 18:43,Active,91,Truck
C1645,Orange,Bengaluru,Kolkata,9.1,75,1.27,24.258584,84.60976,01-08-2026 18:44,Active,77,Truck
C1646,Avocado,Mumbai,Delhi,5.6,81,0.34,15.583511,74.722601,01-08-2026 18:45,Active,55,Truck
C1647,Avocado,Chennai,Delhi,12.3,95,0.96,23.942064,72.2579,01-08-2026 18:46,Active,71,Truck
C1648,Mango,Pune,Jaipur,14,92,1.34,16.532556,85.322295,01-08-2026 18:47,Active,89,Truck
C1649,Mango,Chennai,Lucknow,10.3,88,0.73,12.904702,74.880057,01-08-2026 18:48,Active,84,Truck
C1650,Banana,Mumbai,Jaipur,10,60,0.98,24.042952,77.739584,01-08-2026 18:49,Low Battery,40,Truck
C1651,Avocado,Bengaluru,Ahmedabad,14.8,61,0.97,25.685987,88.281905,01-08-2026 18:50,Active,72,Truck
C1652,Apple,Pune,Jaipur,2.7,62,1.22,22.047497,87.981468,01-08-2026 18:51,Active,70,Truck
C1653,Avocado,Pune,Delhi,2.7,78,0.5,16.910769,77.515861,01-08-2026 18:52,Active,91,Truck
C1654,Avocado,Bengaluru,Ahmedabad,14,66,0.32,8.595837,80.495911,01-08-2026 18:53,Low Battery,44,Rail
C1655,Banana,Pune,Jaipur,4.6,75,0.42,10.257724,75.758404,01-08-2026 18:54,Active,55,Rail
C1656,Mango,Mumbai,Ahmedabad,3,92,0.78,26.255021,74.391531,01-08-2026 18:55,Active,99,Truck
C1657,Banana,Hyderabad,Jaipur,6.9,84,1.11,20.956433,88.096672,01-08-2026 18:56,Active,52,Truck
C1658,Orange,Hyderabad,Jaipur,2.8,63,0.26,17.543453,78.900693,01-08-2026 18:57,Active,88,Rail
C1659,Orange,Bengaluru,Delhi,4,95,1.43,26.564351,81.539004,01-08-2026 18:58,Active,75,Rail
C1660,Orange,Pune,Jaipur,8.4,68,0.93,25.158275,76.606319,01-08-2026 18:59,Active,86,Truck
C1661,Apple,Chennai,Ahmedabad,7.6,69,1.35,20.131318,74.458,01-08-2026 19:00,Active,76,Truck
C1662,Avocado,Chennai,Ahmedabad,14.9,87,0.15,18.887995,79.907944,01-08-2026 19:01,Active,91,Rail
C1663,Mango,Hyderabad,Jaipur,3.1,55,1.07,16.335671,75.597107,01-08-2026 19:02,Active,62,Truck
C1664,Avocado,Chennai,Ahmedabad,8.2,74,0.33,17.415298,81.411283,01-08-2026 19:03,Active,77,Rail
C1665,Mango,Chennai,Delhi,13.4,80,0.36,25.866812,82.342381,01-08-2026 19:04,Active,85,Rail
C1666,Apple,Mumbai,Jaipur,8.9,73,0.7,13.530682,87.610576,01-08-2026 19:05,Active,74,Truck
C1667,Orange,Chennai,Ahmedabad,13.5,58,0.82,26.655084,78.005844,01-08-2026 19:06,Low Battery,43,Rail
C1668,Banana,Bengaluru,Jaipur,10,78,0.61,21.287539,83.630415,01-08-2026 19:07,Active,75,Rail
C1669,Mango,Bengaluru,Jaipur,9,85,1.13,23.421681,86.373668,01-08-2026 19:08,Active,84,Rail
C1670,Apple,Pune,Ahmedabad,13.7,87,1.05,13.681479,73.045591,01-08-2026 19:09,Active,62,Truck
C1671,Banana,Chennai,Jaipur,11.2,89,1.36,17.265557,78.074407,01-08-2026 19:10,Active,83,Rail
C1672,Avocado,Chennai,Jaipur,3,66,0.5,27.610852,73.804521,01-08-2026 19:11,Active,57,Rail
C1673,Mango,Mumbai,Jaipur,13.4,88,1.43,8.465151,78.872855,01-08-2026 19:12,Active,83,Rail
C1674,Apple,Mumbai,Kolkata,7.5,56,0.51,9.290465,86.384596,01-08-2026 19:13,Active,54,Rail
C1675,Orange,Pune,Ahmedabad,6.5,75,0.78,21.650035,80.747743,01-08-2026 19:14,Active,75,Rail
C1676,Orange,Chennai,Jaipur,3.7,74,0.34,13.330153,79.990011,01-08-2026 19:15,Active,58,Rail
C1677,Apple,Bengaluru,Jaipur,7.9,65,0.97,11.296193,80.832725,01-08-2026 19:16,Active,51,Truck
C1678,Mango,Mumbai,Delhi,3.5,75,0.9,17.038217,78.09959,01-08-2026 19:17,Active,53,Rail
C1679,Apple,Chennai,Ahmedabad,3.9,83,0.86,11.333251,76.975736,01-08-2026 19:18,Active,98,Rail
C1680,Mango,Hyderabad,Kolkata,14.3,75,0.32,27.888078,81.011402,01-08-2026 19:19,Active,72,Rail
C1681,Apple,Pune,Kolkata,14.6,91,1.03,24.391312,84.020972,01-08-2026 19:20,Active,99,Truck
C1682,Banana,Bengaluru,Ahmedabad,13.7,63,1.05,10.39596,72.409127,01-08-2026 19:21,Active,79,Rail
C1683,Avocado,Hyderabad,Jaipur,6.2,93,1,19.960345,75.665374,01-08-2026 19:22,Active,99,Truck
C1684,Avocado,Bengaluru,Ahmedabad,9,83,1.05,27.631286,88.101352,01-08-2026 19:23,Active,65,Rail
C1685,Orange,Pune,Kolkata,9.9,58,1.37,15.40183,74.441108,01-08-2026 19:24,Active,94,Rail
C1686,Apple,Bengaluru,Ahmedabad,2.2,77,0.59,28.039234,86.425979,01-08-2026 19:25,Low Battery,45,Rail
C1687,Banana,Chennai,Jaipur,5.8,82,1.12,16.490973,85.78594,01-08-2026 19:26,Active,78,Truck
